รหัสรายการ,จังหวัด,ชื่อหน่วยงาน,ประเภทสถานที่,รูปแบบการศึกษา,กลุ่มเป้าหมาย,ขอบเขต/รูปแบบการเรียนรู้,อำเภอ,ตำบล,พิกัดที่ตั้ง,แถวต้นฉบับ,ข้อควรตรวจสอบ
TZD-25BCB45919,กรุงเทพมหานคร,โรงเรียนฝึกอาชีพกทม หลวงพ่อทวีศักดิ์,วิชาชีพ,นอกระบบ,,,หนองแขม,,เขตหนองแขม,28,ยังไม่ระบุขอบเขต/รูปแบบการเรียนรู้; ยังไม่ระบุกลุ่มเป้าหมาย
TZD-ACF5CDEA6A,กรุงเทพมหานคร,โรงเรียนฝึกอาชีพกทม กาญจนสิงหาสน์,วิชาชีพ,นอกระบบ,,,ตลิ่งชัน,,เขตตลิ่งชัน,29,ยังไม่ระบุขอบเขต/รูปแบบการเรียนรู้; ยังไม่ระบุกลุ่มเป้าหมาย
TZD-00330ECD54,กรุงเทพมหานคร,โรงเรียนฝึกอาชีพกทม ม้วนบำรุงศิลป์,วิชาชีพ,นอกระบบ,,,ลาดพร้าว,,เขตลาดพร้าว,30,ยังไม่ระบุขอบเขต/รูปแบบการเรียนรู้; ยังไม่ระบุกลุ่มเป้าหมาย
TZD-A15CB44733,กรุงเทพมหานคร,โรงเรียนฝึกอาชีพกทม อาทร สังขวัฒนะ,วิชาชีพ,นอกระบบ,,,ทุ่งครุ,,เขตทุ่งครุ,31,ยังไม่ระบุขอบเขต/รูปแบบการเรียนรู้; ยังไม่ระบุกลุ่มเป้าหมาย
TZD-FD514893CC,กาญจนบุรี,"สกร, สพม, สพป, อาชีวะ, การศึกษาพิเศษ",วิชาการ,ในระบบ,เด็กอายุ 6-18 ปี,เทียบระดับการศึกษารูปแบบ Cradit Bank ด้วยการศึกษาไร้รอยต่อ,สังขละบุรี,พนมทวน,"อำเภอพนมทวน,อำเภอสังขละบุรี",32,
TZD-DC714D17D1,กาญจนบุรี,สถาบันพัฒนาฝีมือแรงงาน,วิชาชีพ,นอกระบบ,เด็กและเยาวชนนอกระบบ,ฝึกอบรมทักษะอาชีพระยะสั้นและเชื่อมโยง Cradit bank,ท่ามะกา,,อำเภอท่ามะกา จังหวัดกาญจนบุรี,33,
TZD-5CD25ADD2C,กาญจนบุรี,สถาบันอาชีวศึกษา,วิชาชีพ,นอกระบบ,เด็กและเยาวชนนอกระบบ,หลักสูตร ปวศ.รูปแบบที่ 3 สำหรับนักเรียนที่อยู่ห่างไกล,,,,34,
TZD-A1E7AE32BC,กาญจนบุรี,"สถานพินิจ, พมจ",วิชาชีวิต,ตามอัธยาศัย,เด็กเปราะบางและกลุ่มเสี่ยงออกนอกระบบการศึกษา,การฝึกทักษะอาชีพและการอยู่ร่วมกันในสังคม กิจกรรม to be number 1,,,สถานพินิจ บ้านพักเด็ก สถาบันเพาะกล้าคุณธรรม,35,
TZD-ED5F5924F4,กาฬสินธุ์,สกร.ระดับอำเภอทุกแห่ง,วิชาการ,นอกระบบ,เด็กและเยาวชนนอกระบบ อายุ 15 1ปีขึ้นไป,"จัดการศึกษาขั้นพื้นฐาน, การประเมินเทียบระดับการศึกษา",,,ทุกอำเภอในจังหวัดกาฬสินธุ์,36,
TZD-39BE0A8B9F,กาฬสินธุ์,สกร.ระดับตำบลทุกแห่ง,วิชาการ,นอกระบบ,เด็กและเยาวชนนอกระบบ อายุ 15 1ปีขึ้นไป,"จัดการศึกษาขั้นพื้นฐาน, การประเมินเทียบระดับการศึกษา",,,,37,
TZD-98FB884F69,กาฬสินธุ์,ศูนย์พัฒนาฝีมือแรงงานจังหวัดกาฬสินธุ์,วิชาชีพ,ตามอัธยาศัย,เยาวชนและประชาชนทั่วไป,กิจกรรมพัฒนาพื้นฐานอาชีพ และต่อยอดทักษะการเรียนรู้ เช่นสายช่าง สายดิจิทัล สายบริการ สายอาชีพทั่วไป,เมืองกาฬสินธุ์,,อำเภอเมืองกาฬสินธุ์,38,
TZD-521EC0164C,ขอนแก่น,โรงเรียนพุทธเกษมวิทยาลัย,วิชาการ,,เด็กและเยาวชนที่ต้องการการศึกษาในรูปแบบเฉพาะ,การจัดการศึกษายืดหยุ่น,น้ำพอง,วังไชย,ตำบลวังไชย อำเภอน้ำพอง จังหวัดขอนแก่น,39,ยังไม่ระบุรูปแบบการศึกษา
TZD-551A63F8D9,ขอนแก่น,ศูนย์เรียนรู้การพัฒนาสตรีและครอบครัวรัตนาภาจังหวัดขอนแก่น,วิชาชีพ,,ประชาชนทั่วไป,การจัดการศึกษาเพื่อสร้างอาชีพ,เมืองขอนแก่น,ศิลา,ตำบลศิลา อำเภอเมืองขอนแก่น จังหวัดขอนแก่น,40,ยังไม่ระบุรูปแบบการศึกษา
TZD-14AA764909,จันทบุรี,สกร. ระดับอำเภอ 10 อำเภอ,วิชาการ,นอกระบบ,เยาวชนที่หลุดออกนอกระบบการศึกษา,การจัดการศึกษาให้ผู้เรียนที่หลุดออกจากระบบและต้องการศึกษาต่อในระดับการศึกษาขั้นพื้นฐาน ทั้งแบบเทียบระดับการศึกษา และเพื่อคุณวุฒิตามระดับ,,,สกร.อำเภอทั้ง 10 อำเภอ,41,
